,matching_id,pmid,title,journal,journal_short,year,month,day,section,subsection,role,predictprob,cancer_id,cancer_name,cancer_normalized,cancer_start,cancer_end,gene_hugo_id,gene_entrez_id,gene_name,gene_normalized,gene_start,gene_end,sentence,formatted_sentence
94913,920bee1be548a1382fbb721b2fc47b4a,40486872,Single-Cell Transcriptomic Profiling Reveals KRAS/TP53-Driven Neutrophil Reprogramming in Luad: A Multi-Gene Prognostic Model and Therapeutic Targeting of RHOV.,Oncology research,Oncology research,2025,6.0,9.0,abstract,,Oncogene,0.8430382411642833,DOID:3908,NSCLC,lung non-small cell carcinoma,75,80,HGNC:11998,7157,p53 (TP53),TP53,184,194,"The tumorigenic progression of Lung adenocarcinoma (LUAD), the predominant NSCLC subtype, is predominantly driven by co-occurring mutations in KRAS proto-oncogene (KRAS)/Tumor protein p53 (TP53).","The tumorigenic progression of Lung adenocarcinoma (LUAD), the predominant <b>NSCLC</b> subtype, is predominantly driven by co-occurring mutations in KRAS proto-oncogene (KRAS)/Tumor protein <b>p53 (TP53)</b>."
94993,9eb6448e78c96c6cb8d5790569211d1a,38136314,Altered Treg Infiltration after Discoidin Domain Receptor 1 (DDR1) Inhibition and Knockout Promotes Tumor Growth in Lung Adenocarcinoma.,Cancers,Cancers,2023,12.0,8.0,abstract,,Driver,0.9848848989544204,DOID:3910,lung adenocarcinoma (LUAD),lung adenocarcinoma,111,137,HGNC:11998,7157,p53,TP53,100,103,Pharmacological inhibition and knockout of DDR1 were used in an immunocompetent mouse model of KRAS/p53-driven lung adenocarcinoma (LUAD).,Pharmacological inhibition and knockout of DDR1 were used in an immunocompetent mouse model of KRAS/<b>p53</b>-driven <b>lung adenocarcinoma (LUAD)</b>.
95471,920bee1be548a1382fbb721b2fc47b4a,37038985,Efficacy of immunotherapy as second-line or later-line therapy and prognostic significance of KRAS or TP53 mutations in advanced non-small cell lung cancer patients.,European journal of cancer prevention : the official journal of the European Cancer Prevention Organisation (ECP),European journal of cancer prevention : the offici...,2023,4.0,12.0,abstract,,Oncogene,0.8120427490523396,DOID:3908,non-small cell lung cancer (NSCLC),lung non-small cell carcinoma,302,336,HGNC:11998,7157,tumor protein p53 (TP53),TP53,134,158,"In this retrospective study, we aimed to assess the relationship between mutations in the Kirsten rats sarcoma viral oncogene (KRAS)/ tumor protein p53 (TP53) genes and the efficacy of immune checkpoint inhibitors (ICIs) therapy as a second-line or later-line treatment for patients with stage IIIB/IV non-small cell lung cancer (NSCLC).","In this retrospective study, we aimed to assess the relationship between mutations in the Kirsten rats sarcoma viral oncogene (KRAS)/ <b>tumor protein p53 (TP53)</b> genes and the efficacy of immune checkpoint inhibitors (ICIs) therapy as a second-line or later-line treatment for patients with stage IIIB/IV <b>non-small cell lung cancer (NSCLC)</b>."
96339,04dfa692c4072abbf6fcb9516f58ed16,38973918,The Role and Efficacy of JNK Inhibition in Inducing Lung Cancer Cell Death Depend on the Concentration of Cisplatin.,ACS omega,ACS omega,2024,7.0,2.0,abstract,,Tumor_Suppressor,0.920537708741938,DOID:3910,lung adenocarcinoma,lung adenocarcinoma,83,102,HGNC:11998,7157,p53,TP53,10,13,Wild-type p53 (tumor suppressor transcription factor TP53) and mutated RAS-bearing lung adenocarcinoma cell line A549 was used as a model in our studies.,Wild-type <b>p53</b> (tumor suppressor transcription factor TP53) and mutated RAS-bearing <b>lung adenocarcinoma</b> cell line A549 was used as a model in our studies.
96361,920bee1be548a1382fbb721b2fc47b4a,38872053,The clinical features and prognostic implications of the co-mutated TP53 gene in advanced non-small cell lung cancer.,Clinical & translational oncology : official publication of the Federation of Spanish Oncology Societies and of the National Cancer Institute of Mexico,Clinical & translational oncology : official publi...,2024,6.0,14.0,abstract,,Oncogene,0.9094083892346154,DOID:3908,non-small cell lung cancer (NSCLC),lung non-small cell carcinoma,45,79,HGNC:11998,7157,TP53,TP53,0,4,TP53 is a frequently mutated oncogene within non-small cell lung cancer (NSCLC).,<b>TP53</b> is a frequently mutated oncogene within <b>non-small cell lung cancer (NSCLC)</b>.
97320,9eb6448e78c96c6cb8d5790569211d1a,36928090,Kras oncogene ablation prevents resistance in advanced lung adenocarcinomas.,The Journal of clinical investigation,The Journal of clinical investigation,2023,3.0,18.0,abstract,,Driver,0.9848973028642904,DOID:3910,lung adenocarcinomas,lung adenocarcinoma,146,166,HGNC:11998,7157,Trp53,TP53,133,138,"Whereas Kras ablation induces massive tumor regression and prevents the appearance of resistant cells in vivo, treatment of KrasG12C/Trp53-driven lung adenocarcinomas with sotorasib, a selective KRASG12C inhibitor, caused a limited antitumor response similar to that observed in the clinic, including the rapid onset of resistance.","Whereas Kras ablation induces massive tumor regression and prevents the appearance of resistant cells in vivo, treatment of KrasG12C/<b>Trp53</b>-driven <b>lung adenocarcinomas</b> with sotorasib, a selective KRASG12C inhibitor, caused a limited antitumor response similar to that observed in the clinic, including the rapid onset of resistance."
98311,9eb6448e78c96c6cb8d5790569211d1a,35492873,AXL targeting restores PD-1 blockade sensitivity of STK11/LKB1 mutant NSCLC through expansion of TCF1 + CD8 T cells.,Cell reports. Medicine,Cell reports. Medicine,2022,3.0,15.0,abstract,,Driver,0.9684139893538494,DOID:3910,lung adenocarcinomas,lung adenocarcinoma,200,220,HGNC:11998,7157,Trp53,TP53,247,252,"Mutations in STK11/LKB1 in non-small cell lung cancer (NSCLC) are associated with poor patient responses to immune checkpoint blockade (ICB), and introduction of a Stk11/Lkb1 (L) mutation into murine lung adenocarcinomas driven by mutant Kras and Trp53 loss (KP) resulted in an ICB refractory syngeneic KPL tumor.","Mutations in STK11/LKB1 in non-small cell lung cancer (NSCLC) are associated with poor patient responses to immune checkpoint blockade (ICB), and introduction of a Stk11/Lkb1 (L) mutation into murine <b>lung adenocarcinomas</b> driven by mutant Kras and <b>Trp53</b> loss (KP) resulted in an ICB refractory syngeneic KPL tumor."
98324,920bee1be548a1382fbb721b2fc47b4a,35461051,"Rebiopsy in advanced non-small cell lung cancer, clinical relevance and prognostic implications.","Lung cancer (Amsterdam, Netherlands)","Lung cancer (Amsterdam, Netherlands)",2022,4.0,24.0,abstract,,Oncogene,0.786918883898247,DOID:3908,NSCLC,lung non-small cell carcinoma,53,58,HGNC:11998,7157,TP53,TP53,137,141,"New findings were more frequent (greater than50%) in NSCLC with EGFR/ALK/ROS1 alterations, including mutations of the dominant oncogene, TP53 mutations, and MET or ERBB2 amplifications.","New findings were more frequent (greater than50%) in <b>NSCLC</b> with EGFR/ALK/ROS1 alterations, including mutations of the dominant oncogene, <b>TP53</b> mutations, and MET or ERBB2 amplifications."
98590,1faa2386c020f2dfa8ee6c17a7c7ff90,35116307,COL6A6 inhibits the proliferation and metastasis of non-small cell lung cancer through the JAK signalling pathway.,Translational cancer research,Translational cancer research,2021,10.0,,abstract,,Tumor_Suppressor,0.9975954712747236,DOID:3908,NSCLC,lung non-small cell carcinoma,64,69,HGNC:27023,131873,COL6A6,COL6A6,27,33,Our study illustrates that COL6A6 is a tumor suppressor gene in NSCLC and is involved in NSCLC tumorigenesis by regulating the JAK signalling pathway.,Our study illustrates that <b>COL6A6</b> is a tumor suppressor gene in <b>NSCLC</b> and is involved in NSCLC tumorigenesis by regulating the JAK signalling pathway.
98591,1faa2386c020f2dfa8ee6c17a7c7ff90,35116307,COL6A6 inhibits the proliferation and metastasis of non-small cell lung cancer through the JAK signalling pathway.,Translational cancer research,Translational cancer research,2021,10.0,,abstract,,Tumor_Suppressor,0.9836530753201173,DOID:3908,NSCLC,lung non-small cell carcinoma,89,94,HGNC:27023,131873,COL6A6,COL6A6,27,33,Our study illustrates that COL6A6 is a tumor suppressor gene in NSCLC and is involved in NSCLC tumorigenesis by regulating the JAK signalling pathway.,Our study illustrates that <b>COL6A6</b> is a tumor suppressor gene in NSCLC and is involved in <b>NSCLC</b> tumorigenesis by regulating the JAK signalling pathway.
100315,9eb6448e78c96c6cb8d5790569211d1a,31821786,Protein Kinase Cι and Wnt/β-Catenin Signaling: Alternative Pathways to Kras/Trp53-Driven Lung Adenocarcinoma.,Cancer cell,Cancer cell,2019,12.0,9.0,title,,Driver,0.9802837963992144,DOID:3910,Lung Adenocarcinoma,lung adenocarcinoma,89,108,HGNC:11998,7157,Trp53,TP53,76,81,Protein Kinase Cι and Wnt/β-Catenin Signaling: Alternative Pathways to Kras/Trp53-Driven Lung Adenocarcinoma.,Protein Kinase Cι and Wnt/β-Catenin Signaling: Alternative Pathways to Kras/<b>Trp53</b>-Driven <b>Lung Adenocarcinoma</b>.
101390,fab4a772f19b80537baf04062446f9e1,29888108,SOX5 interacts with YAP1 to drive malignant potential of non-small cell lung cancer cells.,American journal of cancer research,American journal of cancer research,2018,6.0,12.0,abstract,,Oncogene,0.8636471443577807,DOID:3908,NSCLC,lung non-small cell carcinoma,106,111,HGNC:11201,6660,SOX5,SOX5,45,49,"Taken together, these findings identify that SOX5 acts as an oncogenic factor by interacting with YAP1 in NSCLC cells and may be a potential therapeutic target for NSCLC patients.","Taken together, these findings identify that <b>SOX5</b> acts as an oncogenic factor by interacting with YAP1 in <b>NSCLC</b> cells and may be a potential therapeutic target for NSCLC patients."
102582,67be1f611ae3e80440a8fbd853cb83ae,27646734,Multiregion sequencing reveals the intratumor heterogeneity of driver mutations in TP53-driven non-small cell lung cancer.,International journal of cancer,International journal of cancer,2016,9.0,21.0,title,,Driver,0.9824304614509226,DOID:3908,non-small cell lung cancer,lung non-small cell carcinoma,95,121,HGNC:11998,7157,TP53,TP53,83,87,Multiregion sequencing reveals the intratumor heterogeneity of driver mutations in TP53-driven non-small cell lung cancer.,Multiregion sequencing reveals the intratumor heterogeneity of driver mutations in <b>TP53</b>-driven <b>non-small cell lung cancer</b>.
102583,67be1f611ae3e80440a8fbd853cb83ae,27646734,Multiregion sequencing reveals the intratumor heterogeneity of driver mutations in TP53-driven non-small cell lung cancer.,International journal of cancer,International journal of cancer,2016,9.0,21.0,abstract,,Driver,0.8677230414367151,DOID:3908,NSCLC,lung non-small cell carcinoma,143,148,HGNC:11998,7157,TP53,TP53,62,66,"To address these issues, we recruited NSCLC patients carrying TP53 mutations and selected driver mutations within recurrently mutated genes in NSCLC.","To address these issues, we recruited NSCLC patients carrying <b>TP53</b> mutations and selected driver mutations within recurrently mutated genes in <b>NSCLC</b>."
103350,6f8dc34b264b12e59a305b4c075dbfa1,26252352,Low expression of ITIH5 in adenocarcinoma of the lung is associated with unfavorable patients' outcome.,Epigenetics,Epigenetics,2015,8.0,8.0,abstract,,Tumor_Suppressor,0.9817424369759848,DOID:3908,NSCLC,lung non-small cell carcinoma,70,75,HGNC:21449,80760,ITIH5,ITIH5,15,20,"In conclusion, ITIH5 may be a novel putative tumor suppressor gene in NSCLC with a potential molecular significance in the squamoid ADC subtype and further clinical impact for risk stratification of adenocarcinoma patients.","In conclusion, <b>ITIH5</b> may be a novel putative tumor suppressor gene in <b>NSCLC</b> with a potential molecular significance in the squamoid ADC subtype and further clinical impact for risk stratification of adenocarcinoma patients."
104162,9eb6448e78c96c6cb8d5790569211d1a,24982195,Neurotrophin receptor TrkB promotes lung adenocarcinoma metastasis.,Proceedings of the National Academy of Sciences of the United States of America,Proceedings of the National Academy of Sciences of...,2014,7.0,2.0,abstract,,Driver,0.8888997167608901,DOID:3910,lung adenocarcinoma,lung adenocarcinoma,20,39,HGNC:11998,7157,p53,TP53,85,88,"In an autochthonous lung adenocarcinoma model driven by activated oncogenic Kras and p53 loss, TrkB deficiency significantly reduced metastasis.","In an autochthonous <b>lung adenocarcinoma</b> model driven by activated oncogenic Kras and <b>p53</b> loss, TrkB deficiency significantly reduced metastasis."
104665,04dfa692c4072abbf6fcb9516f58ed16,24169260,Mutation of TP53 and alteration of p14(arf) expression in EGFR- and KRAS-mutated lung adenocarcinomas.,Clinical lung cancer,Clinical lung cancer,2013,10.0,31.0,abstract,,Tumor_Suppressor,0.9902178737716312,DOID:3910,lung adenocarcinoma,lung adenocarcinoma,3,22,HGNC:11998,7157,p53,TP53,61,64,"In lung adenocarcinoma, inactivation of the tumor suppressor p53 may abrogate a safeguard mechanism preventing the development of tumors with activating mutations in EGFR or KRAS.","In <b>lung adenocarcinoma</b>, inactivation of the tumor suppressor <b>p53</b> may abrogate a safeguard mechanism preventing the development of tumors with activating mutations in EGFR or KRAS."
105955,9eb6448e78c96c6cb8d5790569211d1a,22308361,Origins of tumor-associated macrophages and neutrophils.,Proceedings of the National Academy of Sciences of the United States of America,Proceedings of the National Academy of Sciences of...,2012,2.0,7.0,abstract,,Driver,0.8345419236077379,DOID:3910,lung adenocarcinoma,lung adenocarcinoma,81,100,HGNC:11998,7157,p53,TP53,160,163,"Here, we evaluated the role of the splenic reservoir in a genetic mouse model of lung adenocarcinoma driven by activation of oncogenic Kras and inactivation of p53.","Here, we evaluated the role of the splenic reservoir in a genetic mouse model of <b>lung adenocarcinoma</b> driven by activation of oncogenic Kras and inactivation of <b>p53</b>."
106399,920bee1be548a1382fbb721b2fc47b4a,21559688,Genetic alterations in p53 and k-ras in lung-cancer in relation to histopathology of the tumor and smoking history of the patient.,International journal of oncology,International journal of oncology,1994,11.0,1.0,abstract,,Oncogene,0.9096401009415234,DOID:3908,non-small cell lung cancer,lung non-small cell carcinoma,113,139,HGNC:11998,7157,p53,TP53,24,27,The inactivation of the p53 suppressor gene and the activation of the ras proto-oncogenes are frequent events in non-small cell lung cancer as well as in many other solid neoplasms in man.,The inactivation of the <b>p53</b> suppressor gene and the activation of the ras proto-oncogenes are frequent events in <b>non-small cell lung cancer</b> as well as in many other solid neoplasms in man.
106688,8e390ed2997c32b925dba06cfbfc21cf,21146147,Coalterations of p53 and PTEN tumor suppressor genes in non-small cell lung carcinoma patients.,Translational research : the journal of laboratory and clinical medicine,Translational research : the journal of laboratory...,2010,12.0,15.0,title,,Tumor_Suppressor,0.9817720817449224,DOID:3908,non-small cell lung carcinoma,lung non-small cell carcinoma,56,85,HGNC:11998,7157,p53,TP53,17,20,Coalterations of p53 and PTEN tumor suppressor genes in non-small cell lung carcinoma patients.,Coalterations of <b>p53</b> and PTEN tumor suppressor genes in <b>non-small cell lung carcinoma</b> patients.
108830,8e390ed2997c32b925dba06cfbfc21cf,16211215,Survivin gene expression is negatively regulated by the p53 tumor suppressor gene in non-small cell lung cancer.,International journal of oncology,International journal of oncology,2005,10.0,8.0,title,,Tumor_Suppressor,0.9982557935191152,DOID:3908,non-small cell lung cancer,lung non-small cell carcinoma,85,111,HGNC:11998,7157,p53,TP53,56,59,Survivin gene expression is negatively regulated by the p53 tumor suppressor gene in non-small cell lung cancer.,Survivin gene expression is negatively regulated by the <b>p53</b> tumor suppressor gene in <b>non-small cell lung cancer</b>.
109421,920bee1be548a1382fbb721b2fc47b4a,15313915,Synergistic tumor suppression by coexpression of FHIT and p53 coincides with FHIT-mediated MDM2 inactivation and p53 stabilization in human non-small cell lung cancer cells.,Cancer research,Cancer research,2004,8.0,15.0,title,,Oncogene,0.8176809569482525,DOID:3908,non-small cell lung cancer,lung non-small cell carcinoma,140,166,HGNC:11998,7157,p53,TP53,113,116,Synergistic tumor suppression by coexpression of FHIT and p53 coincides with FHIT-mediated MDM2 inactivation and p53 stabilization in human non-small cell lung cancer cells.,Synergistic tumor suppression by coexpression of FHIT and p53 coincides with FHIT-mediated MDM2 inactivation and <b>p53</b> stabilization in human <b>non-small cell lung cancer</b> cells.
110505,8e390ed2997c32b925dba06cfbfc21cf,12001123,Topoisomerase IIalpha gene expression is regulated by the p53 tumor suppressor gene in nonsmall cell lung carcinoma patients.,Cancer,Cancer,2002,4.0,15.0,title,,Tumor_Suppressor,0.9972499742897658,DOID:3908,nonsmall cell lung carcinoma,lung non-small cell carcinoma,87,115,HGNC:11998,7157,p53,TP53,58,61,Topoisomerase IIalpha gene expression is regulated by the p53 tumor suppressor gene in nonsmall cell lung carcinoma patients.,Topoisomerase IIalpha gene expression is regulated by the <b>p53</b> tumor suppressor gene in <b>nonsmall cell lung carcinoma</b> patients.
111309,8e390ed2997c32b925dba06cfbfc21cf,10813511,"A study of smoking, p53 tumor suppressor gene alterations and non-small cell lung cancer.",Annals of epidemiology,Annals of epidemiology,2000,4.0,,title,,Tumor_Suppressor,0.9872895933000256,DOID:3908,non-small cell lung cancer,lung non-small cell carcinoma,62,88,HGNC:11998,7157,p53,TP53,20,23,"A study of smoking, p53 tumor suppressor gene alterations and non-small cell lung cancer.","A study of smoking, <b>p53</b> tumor suppressor gene alterations and <b>non-small cell lung cancer</b>."
111336,8e390ed2997c32b925dba06cfbfc21cf,10779652,Prognostic significance of p53 mutations in non-small cell lung cancer: a meta-analysis of 829 cases from eight published studies.,Cancer letters,Cancer letters,2000,4.0,26.0,abstract,,Tumor_Suppressor,0.9676964537125428,DOID:3908,non-small cell lung cancer (NSCLC),lung non-small cell carcinoma,111,145,HGNC:11998,7157,p53,TP53,16,19,Mutation of the p53 tumor suppressor gene is considered a possible marker of poor survival among patients with non-small cell lung cancer (NSCLC).,Mutation of the <b>p53</b> tumor suppressor gene is considered a possible marker of poor survival among patients with <b>non-small cell lung cancer (NSCLC)</b>.
112091,8e390ed2997c32b925dba06cfbfc21cf,9652798,Prognostic value of mutations and a germ line polymorphism of the p53 gene in non-small cell lung carcinoma: association with clinicopathological features.,Cancer letters,Cancer letters,1998,6.0,5.0,abstract,,Tumor_Suppressor,0.998897352927854,DOID:3908,non-small cell lung carcinomas (NSCLC),lung non-small cell carcinoma,73,111,HGNC:11998,7157,p53,TP53,44,47,"The prognostic value of the mutation of the p53 tumor suppressor gene in non-small cell lung carcinomas (NSCLC) is controversial and a polymorphism of the p53 gene at codon 72 consisting of two alleles, arginine (Arg) and proline (Pro), has been reported to be associated with the incidence of smoking-related NSCLC.","The prognostic value of the mutation of the <b>p53</b> tumor suppressor gene in <b>non-small cell lung carcinomas (NSCLC)</b> is controversial and a polymorphism of the p53 gene at codon 72 consisting of two alleles, arginine (Arg) and proline (Pro), has been reported to be associated with the incidence of smoking-related NSCLC."
112346,8e390ed2997c32b925dba06cfbfc21cf,9416838,TP53 mutational pattern in Spanish and Polish non-small cell lung cancer patients: null mutations are associated with poor prognosis.,Oncogene,Oncogene,1997,12.0,11.0,abstract,,Tumor_Suppressor,0.9264185631621068,DOID:3908,NSCLC,lung non-small cell carcinoma,88,93,HGNC:11998,7157,TP53,TP53,16,20,"Inactivation of TP53 tumor suppressor gene is the most frequent molecular alteration in NSCLC, involving up to 60% of cases.","Inactivation of <b>TP53</b> tumor suppressor gene is the most frequent molecular alteration in <b>NSCLC</b>, involving up to 60% of cases."
112934,920bee1be548a1382fbb721b2fc47b4a,8787447,c-myc antisense oligodeoxyribonucleotides inhibit proliferation of non-small cell lung cancer.,The Annals of thoracic surgery,The Annals of thoracic surgery,1995,12.0,1.0,abstract,,Oncogene,0.7849036147335772,DOID:3908,non-small cell lung cancer,lung non-small cell carcinoma,6,32,HGNC:11998,7157,p53,TP53,119,122,"Human non-small cell lung cancer has been documented to express many such oncogenes including c-myc, bcl-2, and mutant p53.","Human <b>non-small cell lung cancer</b> has been documented to express many such oncogenes including c-myc, bcl-2, and mutant <b>p53</b>."
113003,920bee1be548a1382fbb721b2fc47b4a,8679221,Overexpression of Bcl-2 and mutations in p53 and K-ras in resected human non-small cell lung cancers.,American journal of respiratory cell and molecular biology,American journal of respiratory cell and molecular...,1996,7.0,1.0,abstract,,Oncogene,0.7892448032570497,DOID:3908,non-small cell lung cancers,lung non-small cell carcinoma,95,122,HGNC:11998,7157,p53,TP53,50,53,"We investigated expression of Bcl-2, mutations in p53, and K-ras oncogene in 51 resected human non-small cell lung cancers.","We investigated expression of Bcl-2, mutations in <b>p53</b>, and K-ras oncogene in 51 resected human <b>non-small cell lung cancers</b>."
113282,04dfa692c4072abbf6fcb9516f58ed16,8434702,Overexpression of the p53 tumor suppressor gene product in primary lung adenocarcinomas is associated with cigarette smoking.,The American journal of surgical pathology,The American journal of surgical pathology,1993,3.0,1.0,title,,Tumor_Suppressor,0.9669062199164894,DOID:3910,lung adenocarcinomas,lung adenocarcinoma,67,87,HGNC:11998,7157,p53,TP53,22,25,Overexpression of the p53 tumor suppressor gene product in primary lung adenocarcinomas is associated with cigarette smoking.,Overexpression of the <b>p53</b> tumor suppressor gene product in primary <b>lung adenocarcinomas</b> is associated with cigarette smoking.
113283,04dfa692c4072abbf6fcb9516f58ed16,8434702,Overexpression of the p53 tumor suppressor gene product in primary lung adenocarcinomas is associated with cigarette smoking.,The American journal of surgical pathology,The American journal of surgical pathology,1993,3.0,1.0,abstract,,Tumor_Suppressor,0.9587607928794564,DOID:3910,lung adenocarcinomas,lung adenocarcinoma,78,98,HGNC:11998,7157,p53,TP53,17,20,"Mutations in the p53 tumor suppressor gene are frequently observed in primary lung adenocarcinomas, suggesting that these mutations are critical events in the malignant transformation of airway cells.","Mutations in the <b>p53</b> tumor suppressor gene are frequently observed in primary <b>lung adenocarcinomas</b>, suggesting that these mutations are critical events in the malignant transformation of airway cells."
114219,920bee1be548a1382fbb721b2fc47b4a,7546652,p53 immunostaining in combined type small cell lung cancer. Brief report.,"APMIS : acta pathologica, microbiologica, et immunologica Scandinavica","APMIS : acta pathologica, microbiologica, et immun...",1995,6.0,1.0,abstract,,Oncogene,0.8015356624493605,DOID:3908,non-small cell lung cancer,lung non-small cell carcinoma,138,164,HGNC:11998,7157,p53,TP53,21,24,"Abnormalities of the p53 oncogene in lung cancer have recently been reported to be more frequent in small cell lung cancer (SCLC) than in non-small cell lung cancer (non-SCLC), but their status in combined type SCLC is as yet unknown.","Abnormalities of the <b>p53</b> oncogene in lung cancer have recently been reported to be more frequent in small cell lung cancer (SCLC) than in <b>non-small cell lung cancer</b> (non-SCLC), but their status in combined type SCLC is as yet unknown."
